Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level,Passed
-0.16613222224681984,0.07907907631794535,71.3,1,0,0
2.853750800607505,0.04680167677421697,60.2,0,2,0
-1.7091381463329711,-0.6052017940090967,60.5,0,0,1
0.23064072966104782,-0.7214004323665186,88.0,0,2,0
0.45107014738764084,-0.4373593163817086,89.1,1,3,0
1.1344013423400792,0.9376579041811198,56.8,1,4,0
0.054297195479773214,-1.8511094163970117,69.0,1,2,0
0.27472661320636627,0.376031152120246,59.5,1,4,0
-0.4967763488367094,0.7956373461887148,76.5,1,1,1
0.23064072966104782,-1.9931299743894166,59.7,1,1,1
-0.4306475235187313,-1.5864347401384389,36.0,1,2,0
-0.03387457161086408,0.07907907631794535,49.5,1,0,0
0.36289838029700355,0.07907907631794535,54.2,0,4,0
-0.07796045515618254,-0.5406469949216399,76.8,1,1,1
1.1784872258853978,0.07907907631794535,70.6,1,4,0
-0.12204633870150138,-0.16622916021439102,54.3,0,2,0
-2.0177393311502017,-0.17914012003188162,62.7,0,4,0
1.3327878182940132,0.36957567221150067,55.6,1,0,0
-1.047849893153192,1.3314421786146056,59.3,1,0,1
-0.7833345918812803,-0.5406469949216399,38.2,1,3,0
-0.7172057665633025,-0.2695168387543214,63.3,0,0,0
1.4650454689299683,-1.366948423241086,56.3,1,0,1
-0.03387457161086408,0.6988051475575296,66.1,1,0,1
3.4048243449239872,1.4540962968807738,72.9,1,2,1
1.11235840056742,1.5315620557857221,74.3,0,0,1
0.18655484611572898,-1.5154244611422363,65.2,0,2,0
-0.12204633870150138,0.07907907631794535,55.3,0,1,1
0.252683671433707,1.8543360512230058,62.7,0,4,0
0.5171989727056185,0.5438736297476332,81.4,0,2,0
-0.03387457161086408,0.2921099133065524,57.3,0,0,1
0.5612848562509374,0.259832513762824,54.7,0,1,1
0.03225425370711399,0.9441133840898651,48.5,1,3,0
-0.2763469311101164,0.6148839087438361,72.6,0,3,1
-0.2322610475647979,-0.49545863556042,60.6,0,3,0
-0.2763469311101164,1.3830860178845708,49.9,1,0,1
1.2005301676580569,0.07907907631794535,53.0,0,0,1
0.6053707397962559,0.07907907631794535,75.0,1,0,0
-0.03387457161086408,-0.9086093497201431,67.2,1,0,0
0.6714995651142339,0.9570243439073567,55.0,0,0,0
0.16451190434306975,0.033890716956725436,73.6,1,2,1
-0.07796045515618254,-0.36634903738550656,80.5,0,3,0
-0.4747334070640502,0.07907907631794535,65.2,1,0,0
1.1784872258853978,1.2087880603484384,68.1,1,0,1
0.9801007499314639,0.16945579504038424,90.2,1,3,1
-0.9155922425172363,0.07907907631794535,84.9,0,1,1
0.3849413220696628,1.5121956160594843,65.9,1,2,1
-1.1360216602438293,-0.7924107113627211,80.1,1,2,1
-1.5768804956970155,-2.6709553648077122,74.8,0,2,1
-0.7392487083359617,0.3824866320289913,57.0,0,4,1
0.891928982840827,0.07907907631794535,89.0,1,3,0
1.0021436917041235,1.034490102812305,90.3,0,3,1
0.5171989727056185,0.07907907631794535,83.0,0,3,0
0.7376283904322116,-0.5277360351041483,74.5,1,0,1
0.5171989727056185,0.07907907631794535,79.2,0,4,0
-0.7612916501086211,0.12426743567916433,65.2,1,1,1
0.42902720561498126,0.5567845895651247,81.4,1,3,1
0.8258001575228489,1.2346099799834205,45.7,0,4,0
0.7817142739775305,0.07907907631794535,60.1,1,3,1
1.2446160512033757,0.07907907631794535,27.4,0,0,1
0.7155854486595523,0.07907907631794535,71.0,1,3,1
0.34085543852434436,1.1119558617172531,80.4,0,4,1
1.1344013423400792,-0.19205107984937317,89.7,0,0,1
-0.07796045515618254,0.5374181498388878,61.8,1,1,1
-1.0258069513805328,1.0925894219910155,68.5,0,1,0
-0.2322610475647979,0.4212195114814659,64.8,1,2,0
-0.8715063589719176,-0.9344312693551257,92.1,0,0,1
-0.8053775336539397,-0.3469825976592697,70.0,0,0,0
-0.2102181057921383,1.3701750580670802,92.8,0,4,1
-0.9376351842898956,-0.0693969615832059,83.7,0,3,0
-0.03387457161086408,0.2791989534890609,76.3,1,4,0
-2.1499969817861575,0.1436338754054021,56.6,1,0,1
0.18655484611572898,-0.9021538698113973,48.7,1,2,1
-0.055917513383523305,0.027435237047979216,66.3,0,1,1
-0.9596781260625548,-0.3469825976592697,65.2,0,0,0
0.6714995651142339,-0.6439346734615704,47.5,0,3,1
0.9801007499314639,-1.1216401867087507,81.2,1,2,0
-1.8193528551962677,0.11781195577041902,67.8,1,1,1
-0.8935493007445768,1.0474010626297965,73.8,1,4,1
-0.03387457161086408,1.6929490535043639,90.5,1,2,0
-1.0919357766985107,-1.5541573405947104,53.4,0,0,1
-0.2763469311101164,0.6277948685613276,56.2,0,1,1
-0.3424757564280944,-1.2055614255224443,90.9,0,4,1
-2.2602116906494536,-0.27597231866306676,65.1,1,0,0
0.6494566233415743,-2.173883411834295,62.2,0,3,1
-1.4225799032884003,-1.844653936488266,57.2,0,0,0
0.010211311934454764,0.07907907631794535,64.9,0,0,1
0.252683671433707,-0.6568456332790619,56.4,0,1,0
1.4430025271573097,0.9376579041811198,65.2,1,4,0
-1.488708728606378,0.10490099595292748,65.2,0,3,1
-0.03387457161086408,0.2727434735803156,103.9,1,2,0
0.14246896257041053,0.7246270671925128,52.4,1,3,0
1.9279472461558143,-2.4450135680016136,57.0,1,1,0
1.3107448765213534,0.07907907631794535,56.6,1,2,0
0.16451190434306975,0.11781195577041902,88.9,0,0,0
-0.6069910577000059,-0.4050819168379802,76.4,1,2,0
0.8258001575228489,0.8537366653674262,61.1,0,2,1
-1.1360216602438293,0.07907907631794535,57.5,0,2,1
0.4731130891603001,0.518051710112651,88.4,0,0,0
0.4951560309329593,0.033890716956725436,65.2,0,0,0
-0.03387457161086408,1.1635997009872183,65.2,0,4,1
2.986008451243461,-0.030664082130731303,32.6,0,0,1
0.3849413220696628,-1.0829073072562765,76.9,0,0,1
-0.6069910577000059,0.7117161073750212,64.9,1,4,0
-0.07796045515618254,-0.10167436112693427,66.6,1,3,1
-1.9956963893775423,0.07907907631794535,66.5,0,4,0
-0.827420475426599,0.5051407502951595,79.1,1,2,0
-0.4967763488367094,0.07907907631794535,31.5,0,4,0
-0.6290339994726651,0.6923496676487844,47.1,0,3,1
0.12042602079775129,0.07907907631794535,94.4,1,1,1
-0.9596781260625548,-1.308849104062375,46.6,0,1,1
1.1784872258853978,1.7704148124093113,53.6,0,2,0
-0.055917513383523305,1.3378976585233517,83.8,0,4,1
-0.055917513383523305,0.2404660740365872,65.8,0,2,0
-0.4086045817460721,0.8150037859149517,65.9,0,3,1
0.12042602079775129,1.2927092991621318,88.9,1,4,0
0.8478430992955082,0.23401059412784098,56.4,0,3,1
-1.0037640096078735,-1.3153045839711208,65.2,1,2,0
-0.7833345918812803,0.634250348470073,76.4,1,2,0
-0.38656163997341286,1.5380175356944674,67.4,0,2,1
-1.5327946121516969,1.015123663086068,80.4,0,0,0
-0.9596781260625548,0.3243873128502808,55.3,0,0,1
-0.5849481159273467,0.9763907836335936,68.0,1,4,0
0.9139719246134862,-0.043575041948222835,63.9,0,2,0
0.23064072966104782,1.5961168548731788,59.1,0,1,0
0.16451190434306975,0.07907907631794535,45.8,0,4,0
-0.03387457161086408,-1.425047742419797,58.7,1,0,1
-0.2102181057921383,1.6864935735956177,56.9,1,1,0
0.3849413220696628,0.07907907631794535,83.8,1,2,1
-0.16613222224681984,0.9247469443636283,73.5,1,4,1
0.23064072966104782,1.5186510959682304,71.7,0,4,0
-0.6951628247906433,-0.5858353542828594,62.3,0,2,1
-0.03387457161086408,-0.4050819168379802,51.6,1,0,1
-0.2102181057921383,-0.024208602221985995,65.2,0,4,0
-0.03387457161086408,-0.2695168387543214,86.3,1,3,1
0.9580578081588046,-1.4444141821460343,52.1,1,0,0
1.3107448765213534,1.3249866987058603,58.2,0,4,1
0.03225425370711399,-1.4315032223285429,65.2,0,2,1
0.16451190434306975,0.4793188306601764,62.7,0,3,0
-0.7392487083359617,0.4405859512077027,71.7,1,2,1
-0.4086045817460721,-0.14040724057940795,62.7,1,1,1
0.6274136815689151,0.8860140649111546,57.5,1,3,1
1.266658992976035,0.7698154265537318,41.3,0,2,1
-0.2102181057921383,-0.23078395930184775,68.3,0,2,1
-0.055917513383523305,0.9699353037248482,65.9,0,4,1
-1.6430093210149934,0.16300031513163893,87.3,1,1,1
-0.03387457161086408,-0.16622916021439102,89.3,1,0,1
-0.03387457161086408,-0.024208602221985995,81.1,1,2,1
-0.6069910577000059,0.05325715668296228,66.5,1,1,0
-0.2102181057921383,0.13072291558791055,49.2,1,4,0
-0.5629051741546873,0.07907907631794535,36.4,1,1,0
1.553217236020606,-1.4896025415072538,85.6,1,1,1
0.2967695549790255,0.705260627466275,66.7,1,1,0
-0.03387457161086408,0.16945579504038424,115.9,0,4,0
0.6274136815689151,-0.07585244149195121,56.2,1,0,0
-1.3123651944251038,-0.9860751086250914,71.4,0,4,0
1.0903154587947603,-0.611657273917842,80.3,1,2,0
-0.1440892804741606,-0.282427798571813,55.2,1,4,1
0.6935425068868931,0.8860140649111546,61.0,1,1,0
-1.2462363691071259,1.344353138432097,62.1,1,4,1
-1.7752669716509493,-2.0512292935681278,58.9,0,4,0
0.8478430992955082,-1.3023936241536294,71.0,1,2,1
0.36289838029700355,0.9570243439073567,65.8,1,0,1
-1.047849893153192,1.060312022447287,34.5,0,1,1
-1.0037640096078735,-1.6445340593171498,66.7,1,1,0
1.1784872258853978,1.3766305379758255,70.6,0,3,0
-1.3564510779704224,0.22755511421909566,64.4,0,3,1
1.7516037119745396,1.2087880603484384,89.7,0,4,0
-1.047849893153192,-0.8505100305414321,70.2,0,3,0
0.6494566233415743,-1.5477018606859647,65.4,0,1,1
-0.4086045817460721,-0.15331820039689947,78.6,1,0,1
0.6053707397962559,-0.09521888121818804,99.0,0,2,0
-0.6510769412453246,-0.16622916021439102,62.9,1,2,1
-0.2322610475647979,-0.2566058789368299,80.8,0,4,0
-0.011831629838204854,0.07907907631794535,92.6,1,3,0
-1.1580646020164886,-1.9479416150281967,61.5,1,1,0
0.7596713322048708,-0.8440545506326863,47.4,0,1,1
-0.6290339994726651,-0.2953387583893045,71.6,1,2,0
-0.03387457161086408,0.2791989534890609,85.2,1,3,1
-1.1580646020164886,1.1635997009872183,60.7,1,1,1
-0.03387457161086408,1.363719578158334,81.4,1,4,0
-0.2763469311101164,1.6348497343256525,52.1,0,1,1
2.611278441108253,0.8666476251849169,61.3,0,1,0
0.8037572157501897,-1.986674494480671,63.6,1,2,0
-0.07796045515618254,-1.9027532556669768,62.9,1,1,1
-0.3424757564280944,1.7252264530480923,52.1,1,4,0
-0.03387457161086408,1.647760694143144,60.0,1,1,0
0.5392419144782777,1.0667675023560332,35.5,0,0,0
-1.3564510779704224,-0.811777151088958,75.4,1,1,0
1.1784872258853978,-0.1726846401231363,65.5,0,2,1
0.7376283904322116,-0.2695168387543214,82.2,1,2,0
0.7376283904322116,-1.0764518273475308,63.7,1,0,0
0.42902720561498126,0.5826065092001077,38.0,1,0,0
-0.03387457161086408,0.07907907631794535,69.8,1,0,0
0.6935425068868931,-0.3921709570204896,65.2,1,1,0
0.6053707397962559,0.07907907631794535,65.2,1,2,1
-0.45269046529139095,-0.895698389902652,61.8,0,1,1
-0.6951628247906433,-1.7349107780395896,95.2,0,2,1
0.054297195479773214,1.5186510959682304,51.6,0,0,1
1.641389003111243,-0.03711956203947753,65.2,0,4,0
-1.4225799032884003,0.07907907631794535,74.0,1,1,0
-1.6650522627876525,0.07907907631794535,60.0,0,0,0
0.12042602079775129,-0.11458532094442489,45.0,0,2,0
0.010211311934454764,0.07907907631794535,62.0,1,2,1
0.2085977878883882,-0.9021538698113973,54.5,0,2,0
-0.2983898728827756,1.6283942544169072,62.3,1,4,1
1.5752601777932649,-1.7542772177658266,80.0,0,2,0
-1.8193528551962677,0.2469215539453325,69.2,1,4,0
-0.9596781260625548,1.860791531131751,58.9,0,4,1
-0.16613222224681984,0.07907907631794535,58.0,1,1,1
-1.8634387387415863,-0.3147051981155413,56.7,1,0,1
-0.2543039893374571,1.5509284955119589,78.8,1,3,1
1.773646653747199,-1.2055614255224443,65.2,1,3,1
-0.03387457161086408,-0.611657273917842,65.2,1,3,1
0.2085977878883882,0.5438736297476332,42.7,1,2,1
-0.03387457161086408,0.07907907631794535,73.8,1,4,0
-0.7392487083359617,-1.1087292268912592,87.7,1,1,0
-0.4747334070640502,0.07907907631794535,73.6,1,0,1
-0.4086045817460721,-2.173883411834295,74.7,0,4,0
1.3548307600666718,0.31793183294153454,57.1,0,4,1
0.5612848562509374,0.4986852703864142,72.3,1,4,1
-1.2903222526524443,-2.006040934206908,53.7,0,0,0
0.2085977878883882,0.07907907631794535,56.4,1,0,0
0.4951560309329593,-0.708489472549027,64.4,1,1,0
1.2005301676580569,0.376031152120246,65.6,0,0,1
1.6854748866565614,0.6729832279225466,91.9,0,4,0
-1.1801075437891477,-1.6316230994996588,78.0,1,1,0
-0.9596781260625548,0.07907907631794535,66.7,0,0,0
-1.4446228450610594,0.07907907631794535,90.6,0,0,0
-0.32043281465543483,0.07907907631794535,101.0,0,4,1
0.45107014738764084,-3.2325821168685858,65.3,0,0,1
1.0241866334767826,-0.14040724057940795,70.7,0,4,1
-0.03387457161086408,0.2017331945841126,46.4,1,3,0
-0.4086045817460721,0.07907907631794535,67.5,1,0,1
-0.9817210678352142,0.20818867449285883,36.7,1,0,0
2.236548430973044,-0.8311435908151953,79.8,0,2,1
-1.8193528551962677,0.5309626699301425,66.6,0,3,1
0.14246896257041053,0.8989250247286452,52.0,0,4,0
2.170419605655067,0.7633599466449864,37.6,1,0,1
-0.055917513383523305,0.07907907631794535,55.9,0,0,0
-0.2763469311101164,0.07907907631794535,54.9,0,0,0
-0.45269046529139095,-1.2184723853399357,63.3,1,4,1
-0.2543039893374571,-0.24369491911933838,38.9,1,1,1
1.4650454689299683,1.2087880603484384,71.4,1,0,1
-0.03387457161086408,0.08553455622669065,74.6,1,3,1
1.641389003111243,-3.27131499632106,45.5,1,1,0
-0.03387457161086408,-0.004842162495749157,39.6,0,2,1
-0.3424757564280944,1.8414250914055141,80.2,0,3,1
-0.5188192906093686,-1.5541573405947104,62.8,0,3,1
0.5833277980235966,0.5309626699301425,74.6,0,2,0
-1.8193528551962677,-2.2126162912867695,66.7,1,3,0
0.45107014738764084,1.3701750580670802,63.7,0,4,0
2.170419605655067,0.07907907631794535,80.5,1,2,0
-1.554837553924356,-0.4890031556516743,77.6,1,3,0
0.14246896257041053,-0.2953387583893045,70.8,0,2,1
-0.7833345918812803,-1.6897224186783697,65.2,1,4,1
0.406984263842322,1.5509284955119589,58.5,1,3,1
-0.03387457161086408,-0.7859552314539754,73.3,0,1,0
-0.7612916501086211,0.8924695448198999,88.3,1,2,1
1.9279472461558143,0.07907907631794535,36.9,0,0,0
-0.2763469311101164,0.07907907631794535,71.8,1,2,1
0.7376283904322116,0.07907907631794535,73.0,1,4,1
-1.488708728606378,0.07907907631794535,82.0,1,1,0
-1.1139787184711698,-0.5729243944653684,83.6,1,0,0
0.4731130891603001,-0.895698389902652,72.4,1,0,1
1.5752601777932649,0.07907907631794535,46.4,1,0,0
0.34085543852434436,0.06616811650045382,63.3,1,4,1
-0.4086045817460721,1.3249866987058603,53.1,1,3,0
-0.03387457161086408,-0.553557954739131,47.5,1,1,0
-0.03387457161086408,-0.5341915150128942,86.0,0,1,1
0.6053707397962559,1.318531218797114,58.0,1,3,0
0.9139719246134862,-2.296537530100463,94.8,1,2,1
-0.5629051741546873,0.07907907631794535,59.2,0,0,0
-0.5849481159273467,0.07907907631794535,54.3,0,1,1
0.23064072966104782,-0.4373593163817086,74.0,1,3,1
-0.540862232382028,0.2791989534890609,63.8,0,2,0
-0.12204633870150138,0.4793188306601764,69.2,1,1,1
-0.03387457161086408,0.5503291096563794,56.9,0,3,1
-0.32043281465543483,1.1377777813522354,56.9,1,4,0
-0.45269046529139095,-0.8053216711802123,57.7,0,4,1
-0.7612916501086211,0.07907907631794535,49.4,0,0,0
0.7596713322048708,-0.01775312231323977,79.5,0,3,1
-0.2543039893374571,0.07907907631794535,68.1,0,1,0
-0.7612916501086211,0.07907907631794535,67.3,0,0,1
1.398916643611991,0.07907907631794535,75.0,0,4,0
1.5091313524752876,0.07907907631794535,70.4,0,2,1
-0.7172057665633025,0.36957567221150067,99.0,0,2,1
-2.105911098240839,-0.4373593163817086,71.4,0,2,0
1.046229575249442,-1.1991059456136985,34.2,0,1,1
-0.8053775336539397,-1.3927703428760687,57.6,0,1,1
0.8258001575228489,0.07907907631794535,51.0,1,4,1
-2.2381687488767947,0.6084284288350899,72.0,1,0,1
0.9360148663861454,1.0474010626297965,58.8,1,0,1
-1.4005369615157408,0.5890619891088531,72.5,1,4,1
0.7596713322048708,-0.41153739674672646,54.7,1,3,0
-0.03387457161086408,0.07907907631794535,67.9,1,4,1
-1.1139787184711698,0.07907907631794535,57.1,0,3,0
-0.4967763488367094,0.07907907631794535,59.9,1,1,1
0.6935425068868931,-0.21787299948435623,68.4,1,3,0
0.054297195479773214,0.8924695448198999,71.8,0,4,1
2.1263337221097474,0.07907907631794535,82.0,1,3,1
0.054297195479773214,1.7123154932306008,57.7,1,0,1
-1.047849893153192,0.7698154265537318,74.3,1,4,0
-1.5327946121516969,-1.1861949857962073,82.9,1,2,0
0.9580578081588046,0.07907907631794535,65.2,0,3,1
-0.18817516401947906,-0.6503901533703161,59.8,1,1,0
1.6193460613385842,-0.9021538698113973,76.9,0,1,1
-0.07796045515618254,1.124866821534744,89.0,1,4,1
-1.4446228450610594,0.15008935531414738,83.4,0,4,1
0.9139719246134862,0.5826065092001077,60.0,0,0,0
-0.03387457161086408,1.5509284955119589,96.1,0,2,1
-0.03387457161086408,-0.6826675529140445,49.5,0,1,1
0.16451190434306975,-1.3411265036061035,61.1,1,0,1
0.42902720561498126,-0.19205107984937317,91.3,1,1,1
0.3849413220696628,-1.4896025415072538,48.9,1,3,1
1.3107448765213534,0.776270906462478,67.4,0,3,0
-1.2462363691071259,-2.354636849279174,61.4,1,1,1
0.6935425068868931,0.07907907631794535,95.9,1,4,1
1.266658992976035,0.07907907631794535,56.9,0,1,1
-2.0177393311502017,-1.1022737469825132,44.6,0,1,1
0.2967695549790255,-0.14686272048815327,68.6,0,4,0
-0.03387457161086408,0.25337703385407784,56.9,1,3,0
-0.1440892804741606,0.07907907631794535,74.0,0,3,1
0.3188124967516847,-1.0958182670737675,71.5,1,3,1
-0.5849481159273467,0.705260627466275,47.5,0,3,1
-0.8053775336539397,0.963479823816102,92.6,0,2,0
-0.011831629838204854,0.22109963431034943,55.8,0,0,0
-1.2462363691071259,-0.39862643692923494,57.4,1,3,0
-1.2462363691071259,-1.224927865248681,73.7,1,1,1
0.6935425068868931,0.07907907631794535,89.5,1,2,1
-1.3123651944251038,0.34375375257651763,45.7,0,1,0
0.6714995651142339,-0.1597736803056448,58.1,1,1,0
0.45107014738764084,0.07907907631794535,79.4,0,1,1
-1.9516105058322235,0.5309626699301425,56.4,0,3,1
-0.8053775336539397,0.07907907631794535,67.4,0,3,1
1.266658992976035,0.07907907631794535,58.8,0,1,0
-1.1360216602438293,-0.05648600176571437,72.4,0,1,0
-0.5629051741546873,-1.5218799410509822,46.3,1,2,1
0.45107014738764084,0.09199003613543595,69.7,0,0,0
0.8037572157501897,0.08553455622669065,72.3,1,0,0
-0.3424757564280944,-0.3469825976592697,75.2,1,1,0
-0.7172057665633025,0.31793183294153454,57.1,1,2,1
1.5091313524752876,-0.282427798571813,86.7,0,0,1
1.861818420837836,0.10490099595292748,33.5,1,0,1
1.0241866334767826,-0.7278559122752644,55.1,0,1,0
0.03225425370711399,0.07907907631794535,101.7,0,2,1
-0.9376351842898956,-1.1861949857962073,65.4,0,0,1
-0.9817210678352142,0.07907907631794535,81.9,1,2,0
0.5171989727056185,-1.2959381442448836,67.8,1,0,0
0.406984263842322,-0.8311435908151953,91.1,1,4,1
1.487088410702628,-0.695578512731536,62.1,0,1,0
0.6714995651142339,0.07907907631794535,68.4,1,2,0
1.11235840056742,-1.1797395058874616,88.0,1,4,0
-1.1580646020164886,0.07907907631794535,65.2,1,1,0
-0.4747334070640502,-1.0312634679863109,72.8,0,4,1
0.23064072966104782,-1.0893627871650222,52.2,1,3,0
2.148376663882407,1.7123154932306008,64.2,0,2,1
3.360738461378669,-1.5477018606859647,57.0,0,4,0
0.6053707397962559,0.34375375257651763,31.4,0,0,1
-0.03387457161086408,0.07907907631794535,80.9,0,2,1
0.5392419144782777,1.8026922119530395,65.2,0,0,0
0.9139719246134862,0.7956373461887148,64.0,1,1,1
-0.4086045817460721,0.22755511421909566,63.4,0,1,0
1.9279472461558143,1.1958771005309468,53.1,0,2,1
0.2085977878883882,0.7246270671925128,74.6,0,3,0
0.4951560309329593,0.07907907631794535,59.5,0,2,1
0.6714995651142339,0.07262359640919912,54.3,0,4,1
0.8698860410681674,-0.1726846401231363,51.1,1,4,1
-0.7392487083359617,0.07907907631794535,71.3,0,1,0
-0.6731198830179838,0.040346196865470745,35.0,0,4,0
-1.2682793108797852,-1.844653936488266,65.2,1,1,0
-0.03387457161086408,0.3502092324852629,62.7,1,0,1
0.8037572157501897,1.2346099799834205,52.0,0,0,0
0.45107014738764084,0.07907907631794535,73.9,0,0,0
1.795689595519858,-1.0377189478950566,58.7,0,1,1
-0.055917513383523305,-2.006040934206908,78.4,0,4,1
0.6714995651142339,0.8860140649111546,49.1,1,2,0
-1.2682793108797852,0.84728118545868,50.1,1,0,1
-0.4747334070640502,-1.5735237803209479,73.9,1,0,0
0.7155854486595523,-0.17914012003188162,83.0,1,3,1
0.8698860410681674,-0.12104080085317111,67.9,1,1,0
-0.38656163997341286,1.3120757388883688,68.5,0,3,0
-0.1440892804741606,-0.2888832784805583,52.5,1,3,0
-0.03387457161086408,-0.3147051981155413,57.3,1,3,0
-0.45269046529139095,0.3953975918464828,55.1,1,1,0
0.9360148663861454,-1.5347909008684737,84.4,1,3,0
0.4951560309329593,1.4540962968807738,72.8,1,2,0
-0.011831629838204854,-0.6568456332790619,95.2,0,2,0
-0.03387457161086408,-1.1991059456136985,74.3,1,0,1
-0.7833345918812803,-1.0958182670737675,82.7,1,4,1
0.7155854486595523,1.0022127032685766,65.2,1,4,1
0.406984263842322,-1.0570853876212938,62.6,0,0,1
0.4951560309329593,-0.07585244149195121,65.2,0,0,0
-0.6290339994726651,-1.9350306552107053,51.0,0,4,1
-0.03387457161086408,0.9441133840898651,58.4,1,3,1
1.1564442841127385,0.9957572233598303,69.9,0,0,0
-0.5849481159273467,0.008068797321742375,56.0,0,4,0
-1.0037640096078735,0.4986852703864142,73.3,1,1,0
0.7155854486595523,1.273342859435895,53.9,0,1,1
-0.4967763488367094,0.4599523909339396,53.2,1,3,1
1.11235840056742,1.2539764197096572,65.2,1,1,0
0.6274136815689151,-1.2636607447011552,34.4,0,1,0
-0.03387457161086408,0.7375380270100034,81.2,1,3,1
-1.554837553924356,0.07907907631794535,75.6,0,4,0
1.2887019347486945,1.7962367320442942,77.2,0,2,0
0.23064072966104782,0.28565443339780616,76.2,1,0,1
-0.03387457161086408,0.12426743567916433,63.3,0,0,1
0.09838307902509168,-0.46963671592543743,68.7,1,2,0
-2.0177393311502017,0.07907907631794535,70.8,1,4,1
0.3849413220696628,-2.79360948307388,43.2,0,3,1
-1.1801075437891477,0.07907907631794535,68.0,1,1,0
-1.554837553924356,0.22109963431034943,59.3,0,3,1
-1.7311810881056304,0.008068797321742375,92.7,1,0,1
1.1784872258853978,-0.17914012003188162,62.1,1,2,0
-0.7392487083359617,0.07907907631794535,63.1,1,3,0
-0.6510769412453246,-0.7794997515452297,59.1,0,0,0
-1.9295675640595642,0.07907907631794535,33.3,1,1,1
-1.2903222526524443,0.6988051475575296,92.9,1,3,1
1.3107448765213534,-0.9860751086250914,73.8,1,1,0
-0.2322610475647979,0.07907907631794535,59.5,1,3,0
-0.6510769412453246,0.7117161073750212,72.6,1,4,0
0.12042602079775129,-0.7859552314539754,50.6,1,1,1
0.4951560309329593,-1.2894826643361377,62.3,1,0,1
1.1784872258853978,-0.7988661912714669,48.4,0,0,0
1.5311742942479465,0.4212195114814659,42.0,1,3,0
-0.45269046529139095,0.15008935531414738,76.5,1,0,0
-1.5107516703790373,0.07907907631794535,63.4,1,2,1
-0.5188192906093686,-0.22432847939310152,39.1,1,0,0
-0.03387457161086408,-0.9021538698113973,52.6,1,1,1
-1.1139787184711698,1.0925894219910155,84.6,1,4,1
-1.1139787184711698,-1.0183525081688198,54.1,1,3,0
-0.10000339692884176,-0.7601333118189928,54.0,0,2,0
-0.011831629838204854,-3.619910911393326,68.7,0,2,0
-0.8935493007445768,0.9763907836335936,72.9,0,2,1
-0.32043281465543483,1.460551776789519,200.0,1,2,0
-1.0698928349258512,1.4282743772457906,63.0,1,4,1
0.9360148663861454,0.07907907631794535,69.6,0,2,0
-2.083868156468179,-0.18559559994062785,61.9,1,4,1
-1.0698928349258512,1.6800380936868724,50.8,1,0,1
-1.7091381463329711,0.11781195577041902,66.6,0,1,0
-0.7833345918812803,-0.3017942382980498,81.1,0,3,1
-0.1440892804741606,-0.7278559122752644,47.5,1,4,1
-1.6430093210149934,-0.10167436112693427,54.4,0,3,0
-1.0698928349258512,0.6729832279225466,34.3,0,1,0
-1.1580646020164886,0.07907907631794535,72.7,0,2,1
0.16451190434306975,1.1894216206222006,41.0,1,4,1
0.010211311934454764,-0.7472223520015012,72.5,0,2,0
-0.8494634171992582,-1.1022737469825132,73.6,1,4,0
0.14246896257041053,0.9828462635423397,78.6,1,1,0
-0.6510769412453246,1.408907937519554,70.5,1,2,0
-0.03387457161086408,1.8285141315880227,42.4,0,4,1
1.795689595519858,-0.10167436112693427,63.0,1,0,0
1.42095958538465,0.8537366653674262,67.9,0,1,0
-1.488708728606378,1.3508086183408425,65.2,0,0,0
0.8478430992955082,-1.4960580214159995,73.6,0,1,1
-1.3123651944251038,1.4153634174282992,63.4,1,0,0
0.8478430992955082,0.9053805046373915,63.5,0,2,1
1.641389003111243,0.1436338754054021,46.0,0,4,0
-1.2903222526524443,0.07907907631794535,50.5,0,3,1
-1.0698928349258512,0.07907907631794535,63.9,1,2,0
1.0682725170221012,0.259832513762824,52.4,1,3,0
0.252683671433707,0.001613317412997068,43.1,0,0,0
0.5612848562509374,1.1506887411697269,42.2,1,4,0
0.3188124967516847,0.16945579504038424,75.4,1,1,0
0.3849413220696628,0.07907907631794535,70.3,1,2,0
-1.5107516703790373,-1.386314862967323,67.2,0,3,1
1.0903154587947603,-0.06294148167445968,60.1,1,0,0
1.2225731094307166,1.13132230144349,65.2,1,2,1
-0.2983898728827756,1.5444730156032127,34.8,0,2,1
-0.10000339692884176,-1.6639004990433872,65.2,1,2,1
-1.7532240298782897,-0.9860751086250914,58.9,1,0,1
0.5171989727056185,-1.9156642154844683,74.3,1,3,1
0.5833277980235966,-0.8827874300851605,65.2,0,3,1
-0.12204633870150138,-1.3992258227848144,89.7,1,3,1
1.1784872258853978,0.9441133840898651,67.8,1,3,0
-0.4306475235187313,0.5438736297476332,63.2,1,4,1
0.5612848562509374,0.04680167677421697,49.7,1,1,1
-1.1801075437891477,0.2791989534890609,67.5,1,2,1
-0.07796045515618254,1.789781252135549,74.2,1,2,0
-0.2543039893374571,-1.0958182670737675,31.4,1,0,0
0.18655484611572898,-2.244893690830498,63.0,0,2,1
-0.03387457161086408,1.1635997009872183,63.2,1,0,0
-0.2102181057921383,-0.2566058789368299,71.8,0,4,0
-0.03387457161086408,-1.069996347438785,39.8,0,2,1
-0.540862232382028,0.963479823816102,77.0,0,4,1
-1.8193528551962677,-2.296537530100463,76.1,1,2,0
